Diego Mauricio Gallego Mahecha|Sin categoria|||||||0|"LIGHT FIELD INTEGRATION IN SUGRA THEORIES"|Singapur|International Journal Of Modern Physics A |0217-751X |2015|0|6
Diego Mauricio Gallego Mahecha|Sin categoria||RODOLFO ALEXANDER DIAZ SANCHEZ|ROBERTO ENRIQUE MARTINEZ MARTINEZ||||2|"RENORMALIZATION GROUP AND GRAND UNIFICATION IN 331 MODELS"|Inglaterra|International Journal Of Modern Physics A |0217-751X |2007|0|6
Diego Mauricio Gallego Mahecha|Sin categoria|MARCO SERONE||||||1|"MODULI STABILIZATION IN NON-SUPERSYMMETRIC MINKOWSKI VACUA WITH ANOMALOUS U(1) SYMMETRY"|Italia|Journal Of High Energy Physics |1126-6708 |2008|0|6
Diego Mauricio Gallego Mahecha|Sin categoria|MARCO SERONE||||||1|"AN EFFECTIVE DESCRIPTION OF THE LANDSCAPE - II"|Italia|Journal Of High Energy Physics |1126-6708 |2009|0|6
Diego Mauricio Gallego Mahecha|Sin categoria|MARCO SERONE||||||1|"AN EFFECTIVE DESCRIPTION OF THE LANDSCAPE I"|Italia|Journal Of High Energy Physics |1126-6708 |2009|0|6
Diego Mauricio Gallego Mahecha|Sin categoria|||||||0|"AN EFFECTIVE DESCRIPTION OF THE LANDSCAPE."|Estados Unidos|Aip Conference Proceedings |0094-243X |2009|0|6
Eidelman Jose Gonzalez Lopez|Sin categoria||ALFONSO LOPEZ DIAZ|JORGE HUMBERTO SAAVEDRA||||2|"CARATERIZACIÓN DE LAS MATERIAS PRIMAS UTILIZADAS EN EL PROCESO DE PRODUCCIÓN DE PRERREDUCIDOS DE MINERALES DE HIERRO EN UN HORNO ROTATORIO A NIVEL DE LABORATORIO."|Colombia|Revista Facultad De Ingeniería |0121-1129 |2003|0|2
Eidelman Jose Gonzalez Lopez|Sin categoria|LUZ MARY RODRIGUEZ||||||1|"PERMEABILIDAD DE COQUES METALÚRGICOS AL AGUA"|Colombia|Revista Latinoamericana De Metalurgia Y Materiales |0255-6952 |2009|0|2
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)||HERNAN OLAYA DAVILA|||||1|"DETERMINACIÓN DEL FACTOR ¨ROOM BACKSCATTERING¨ PARA UN IRRADIADOR DE 60 CO"|Colombia|Revista de la Sociedad Colombiana de Física |0 |2006|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)||HERNAN OLAYA DAVILA|||||1|"ESTUDIO DE LA DEPENDENCIA GEOMETRICA DURANTE EL POSICIONAMIENTO DE MATERIAL TERMOLUMINISCENTE EN EQUIPOS LECTORES TLD"|Colombia|Revista Colombiana De Física |0120-2650 |2006|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"EVALUATION OF NEUTRON PRODUCTION IN NEW ACCELERATORS FOR RADIOTHERAPY"|Estados Unidos|Radiation Measurements |1350-4487 |2010|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"NEUTRON DOSE EQUIVALENT AND NEUTRON SPECTRA IN TISSUE FOR CLINICAL LINACS OPERATING AT 15, 18 AND 20 MV"|Inglaterra|Radiation Protection Dosimetry |0144-8420 |2011|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"AMBIENT AND PERSONAL NEUTRON DOSE EQUIVALENT OUTSIDE CONCRETE VAULT ROOMS FOR 15 AND 18 MV RADIOTHERAPY ACCELERATORS"|Inglaterra|Radiation Protection Dosimetry |0144-8420 |2011|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"NEUTRON DOSIMETRY IN ORGANS OF ADULT HUMAN PHANTOM USING MULTILEAF COLLIMATION SYSTEMS IN RADIOTHERAPY TREATMENTS"|Estados Unidos|Medical Physics |0094-2405 |2012|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"APROXIMACIÓN DE BETHE-BLOCH (B-B) EN LA INTERACCIÓN DE PARTÍCULAS CARGADAS CON PLOMO Y AIRE"|Colombia|Revista Colombiana De Fisica |0341-5732 |2006|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"APLICACIONES DE LA TÉCNICA DE SIMULACIÓN NUMÉRICA MONTE CARLO"|Colombia|Revista Colombiana De Fisica |0341-5732 |2007|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)||HERNAN ESTRADA BUSTOS|||||1|"MODELO FÍSICO COMPUTACIONAL PARA LA OBTENCIÓN DE IMÁGENES ELÉCTRICAS DE ALTA RESOLUCIÓN MEDIANTE PROCESOS DE FOTOCOPIADO"|Colombia|Momento |0121-4470 |2003|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"NEUTRON AND PHOTON SPECTRA IN LINACS"|Estados Unidos|Applied Radiation And Isotopes |0969-8043 |2011|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"MÖSSBAUER STUDY OF THE INORGANIC SULFUR REMOVAL FROM COALS"|Países Bajos|Hyperfine Interactions |1572-9540 |2012|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"DOSIMETRIC ALGORITHM TO REPRODUCE ISODOSE CURVES OBTAINED FROM A LINAC"|Estados Unidos|Computational And Mathematical Methods In Medicine |1748-6718 |2014|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"TECHNOLICAL, ENVIROMENTAL AND ECONOMIC IMPACT, OF THE MINERAL MATTER PRESENTED IN COAL"|Colombia|Revista De La Academia Colombiana De Ciencias Exactas, Físicas Y Naturales |0370-3908 |2014|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"REMOVAL OF PYRITE IN COLOMBIAN COALS BY USING GAMMA RADIATION"|Colombia|Revista De La Academia Colombiana De Ciencias Exactas, Físicas Y Naturales |0370-3908 |2014|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"QUALITY OF GAMMA- AND X-RAY INSPECTIONS FOR LOW DIMENSIONAL PARTS."|Estados Unidos|Journal Of Nondestructive Evaluation |0195-9298 |2014|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"MÖSSBAUER STUDY OF THE EFFECT OF GAMMA IRRADIATION ON THE REMOVAL OF PYRITE FROM COLOMBIAN COALS"|Estados Unidos|Hyperfine Interactions |0304-3843 |2014|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"PROTECCIÓN RADIOLÓGICA A TRABAJADORES Y PÚBLICO EN INSTALACIONES QUE OPERAN RADIOISOTOPOS INDUSTRIALES."|Colombia|Revista De Investigación, Desarrollo E Innovación |2027-8306 |2013|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"MÖSSBAUER CHARACTERIZATION OF FEED COAL, ASH AND FLY ASH FROM A THERMAL POWER PLANT"|Países Bajos|Hyperfine Interactions |0304-3843 |2015|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"CÁLCULO MONTE CARLO DE LA INTERACCIÓN ELÁSTICA DE NEUTRONES CON LA MATERIA"|Colombia|Ciencia En Desarrollo |0121-7488 |2010|3|20
Segundo Agustin Martinez Ovalle|Investigador Junior (IJ)|||||||0|"ESPECTROS DE NEUTRONES PRODUCIDOS POR FUENTE DE 239PU-BE EN REACTOR NUCLEAR"|Colombia|Ciencia En Desarrollo |0121-7488 |2013|3|20
Fernando Naranjo Mayorga|Sin categoria||ROBERTO E MARTINEZ M|RODOLFO A DIAZ|JAIRO ALEXIS RODRIGUEZ LOPEZ|||3|"CONTRIBUTION OF NEUTRINO SINGLET TO THE INVISIBLE Z DECAY"|Colombia|Revista Colombiana De Física |0120-2650 |2002|0|2
Fernando Naranjo Mayorga|Sin categoria|ALESSIO CARDILLO|CATALINA REYES SUAREZ||JESUS GOMEZ GARDENES|||3|"EVOLUTIONARY VACCINATION DILEMMA IN COMPLEX NETWORKS"|Colombia|Physical Review. E, Statistical, Nonlinear, And Soft Matter Physics |1550-2376 |2013|0|2
Fernando Naranjo Mayorga|Sin categoria||ELIXIR W BARRERA|||||1|"ANÁLISIS DE BARRERAS DE POTENCIAL VÍA APROXIMACIÓN WKB RESPECTO A LA BARRERA DE POTENCIAL VÍA ECUACIÓN DE SCHRODINGER"|Colombia|Revista Colombiana De Física |0120-2650 |2004|0|2
Fernando Naranjo Mayorga|Sin categoria||JONNY TOLOSA|NELSON FORERO||||2|"CARACTERIZACIÓN DE PARTÍCULAS DE RESIDUOS DE DISPARO Y DE PARTÍCULAS CRÍTICAS PROVENIENTES DE PROCESOS INDUSTRIALES Y OCUPACIONES, MEDIANTE MEB/DEX"|Colombia|Revista Colombiana De Física |0120-2650 |2002|0|2
Fernando Naranjo Mayorga|Sin categoria||NICANOR POVEDA TEJADA|JAIRO GIRALDO GALLO||||2|"CALCULO DE LOS PARAMETROS DE TRANSPORTE EN MATERIALES COMPUESTOS CON INCLUSIONES DE GRANOS MACROSCOPICOS POLIMERICOS CONDUCTORES"|Colombia|Revista Colombiana De Física |0120-2650 |2005|0|2
Fernando Naranjo Mayorga|Sin categoria|JUAN JOSE MAZO TORRES||||||1|"THERMAL DEPINNING OF FLUXONS IN DISCRETE JOSEPHSON RINGS"|Estados Unidos|Physical Review B |1098-0121 |2008|0|2
Fernando Naranjo Mayorga|Sin categoria|JUAN JOSE MAZO TORRES||||||1|"FLUXON RATCHET DYNAMICS IN A JOSEPHSON JUNCTION ARRAY"|Colombia|Bulletin Of The American Physical Society, (Bull. Am. Phys. Soc.) |0003-0503 |2007|0|2
Fernando Naranjo Mayorga|Sin categoria||OSCAR Y FAJARDO|RAUL M TORRES|SIERVO RAMIREZ|ENRIQUE VERA||4|"REVISIÓN SOBRE EL TRANSPORTE DE CARGA EN POLÍMEROS CONDUCTORES"|Colombia|Revista Colombiana De Física |0120-2650 |2003|0|2
Fernando Naranjo Mayorga|Sin categoria||LUIS E YUOUNG S|GUILLERMO L LOPEZ|SIERVO RAMIREZ|ENRIQUE VERA||4|"UNA REVISIÓN DE LA DINÁMICA DEL SOLITÓN EN EL TRANS-POLIACETILENO COMO EXPLICACIÓN DEL FENÓNEMO DE CONDUCCIÓN EN POLÍMEROS"|Colombia|Revista Colombiana De Física |0120-2650 |2003|0|2
Fernando Naranjo Mayorga|Sin categoria|||||||0|"TEORIA DE GRUPOS APLICADA A LA FISICA"|Colombia|Ciencia En Desarrollo |0121-7488 |2003|0|2
Judith Helena Ojeda Silva|Investigador Junior (IJ)|||||||0|"TRANSPORTE ELECTRÓNICO A TRAVÉS DE UN SEGMENTO DE CADENA DE ADN"|Colombia|Revista Colombiana De Física |0120-2650 |2006|0|2
Judith Helena Ojeda Silva|Investigador Junior (IJ)|||||||0|"TRAPPING AND MOTION OF POLARONS IN WEAKLY DISORDERED DNA MOLECULES"|Inglaterra|Journal Of Physics. Condensed Matter : An Institute Of Physics Journal |0953-8984 |2009|0|2
Judith Helena Ojeda Silva|Investigador Junior (IJ)|||||||0|"AN ARRAY OF QUANTUM DOTS AS A SPIN FILTER DEVICE BY USING DICKE AND FANO EFFECTS"|Estados Unidos|Nanotechnology |0957-4484 |2009|0|2
Judith Helena Ojeda Silva|Investigador Junior (IJ)|||||||0|"CURRENT AND SHOT NOISE IN DNA CHAINS"|Países Bajos|Organic Electronics |1566-1199 |2012|0|2
Judith Helena Ojeda Silva|Investigador Junior (IJ)|||||||0|"DNA MOLECULE AS A SPINTRONIC DEVICE"|Estados Unidos|Journal Of Superconductivity And Novel Magnetism |1557-1939 |2012|0|2
Judith Helena Ojeda Silva|Investigador Junior (IJ)|||||||0|"QUANTUM TRANSPORT THROUGH AROMATIC MOLECULES"|Estados Unidos|Journal Of Applied Physics |0021-8979 |2013|0|2
Judith Helena Ojeda Silva|Investigador Junior (IJ)|||||||0|"AROMATIC MOLECULES AS SPINTRONIC DEVICES"|Estados Unidos|Journal Of Chemical Physics |0021-9606 |2014|0|2
Judith Helena Ojeda Silva|Investigador Junior (IJ)|||||||0|"SHOT NOISE AND THERMOPOWER IN AROMATIC MOLECULES"|Países Bajos|Physica E-Low-Dimensional Systems &amp;Amp; Nanostructures |1386-9477 |2014|0|2
Judith Helena Ojeda Silva|Investigador Junior (IJ)|||||||0|"LOCALIZACIÓN DE ESTADOS EN SISTEMAS MULTIBANDA DESORDENADOS FINITOS"|Colombia|REVISTA COLOMBIANA DE FÍSICA |0 |2004|0|2
Hernan Olaya Davila|Sin categoria||MARIA ESPERANZA CASTELLANOS|URIEL CHICA VILLEGAS||||2|"NATIONAL TLD NETWORK FOR BEAM CALIBRATION QUALITY CONTROL IN COLOMBIA NATIONAL TLD NETWORK FOR BEAM CALIBRATION QUALITY CONTROL IN COLOMBIA"|Colombia|Revista Colombiana de Física |0 |2003|1|6
Hernan Olaya Davila|Sin categoria||PATRICIA MORA ARIAS|SIMON BOLIVAR CELY|GUILLERMO LOPEZ LEON|||3|"EVALUACION DE LA INSERTIDUMBRE EN LA ESTIMACION DE LA TASA DE KERMA AIRE DE GUENTES DE 192IR DE USO EN BRAQUITERAPIA DE ALTA TASA"|Colombia|Revista Colombiana De Física |0120-2650 |2006|1|6
Hernan Olaya Davila|Sin categoria||MARIA CRISTINA PLAZAS|||||1|"CARACTERIZACION DOSIMETRICA DE LOS DETECTORES DIGITALES DE RADIACION DMC 2000X"|Colombia|Revista Colombiana De Física |0120-2650 |2006|1|6
Hernan Olaya Davila|Sin categoria||ERIKA YAZMIN SOTO GOMEZ|SEGUNDO AGUSTIN MARTINEZ|URIEL CHICA VILLEGAS|||3|"ESTUDIO DE LA DEPENDENCIA GEOMETRICA DURENTE EL POSICIONAMIENTO DE MATERIAL TERMOLUMINISCENTE EN EQUIPOS LECTORES TLD"|Colombia|Revista Colombiana De Física |0120-2650 |2006|1|6
Hernan Olaya Davila|Sin categoria||SEGUNDO AGUSTIN MARTINEZ|DANIEL CASAS|MIGUEL ANGEL MERCHAN|||3|"DETERMINACION DEL FACTOR "ROOM BACKSCATTERING"PARA UN IRRADIADOR DE 60 CO"|Colombia|Revista Colombiana De Física |0120-2650 |2006|1|6
Hernan Olaya Davila|Sin categoria||ANDREA PEREZ ZAMBRANO|URIEL CHICA VILLEGAS||||2|"CARACTERIZACION DE HACES DE RAYOS X DE MEDIA ENERGIA"|Colombia|Revista Colombiana De Física |0120-2650 |2006|1|6
Hernan Olaya Davila|Sin categoria||AURA JANETH BARON|JOSE ESAU GARAVITO||||2|"CARACTERISTICAS DOSIMÉTRICAS DE MATERIAL TERMOLUMINISCENTE DOPADO CON EUROPIO"|Colombia|Revista Colombiana De Física |0120-2650 |2007|1|6
Hernan Olaya Davila|Sin categoria||SIMON BOLIVAR CELY|LUIS A APONTE||||2|"ESTUDIO DE CORRÓSN EN TUBERÍAS POR MEDIO DE UN EQUIPO DE RADIOGRAFÍA INDUSTRIAL"|Colombia|Revista Colombiana De Física |0120-2650 |2007|1|6
Hernan Olaya Davila|Sin categoria||URIEL CHICA VILLEGAS|ELKIN MEJIA||||2|"EVALUACIÓN DE ALTO Y BAJO CONTRASTE EN IMÁGENES RADIOGRÁFICAS"|Colombia|Revista Colombiana De Física |0120-2650 |2011|1|6
Hernan Olaya Davila|Sin categoria||EDGAR GUILLERMO FLORES SANUDO|JAIRO MESA||||2|"IMPLEMENTACIÓN DE UN SISTEMA DE CALIBRACIÓN DE HACES DE NEUTRONES POR MEDIO DE CONTADORES PROPORCIONALES"|Colombia|Revista Colombiana De Física |0120-2650 |2011|1|6
Hernan Olaya Davila|Sin categoria|||||||0|"PRUEBAS DE ACEPTACIÓN DE CÁMARAS DE IONIZACIÓN DE USO EN RADIOTERAPIA"|Colombia|Boletin Ingeominas Al Dia |2145-3004 |2010|1|6
Hernan Olaya Davila|Sin categoria||JOSE MILCIADEZ DIAZ|||||1|"CARACTERIZACIÓN DE DOSIMETROS DE FLUORURO DE LITIO DOPADO CON EUROPIO"|Colombia|Nucleares |0120-7067 |1997|1|6
Hernan Olaya Davila|Sin categoria||MARIA ESPERANZA CASTELLANOS|URIEL CHICA VILLEGAS|FREDDY MONROY|||3|"INTERCOMPARACIÓN REGIONAL DE SERVICIOS DE DOSIMETRÍA PERSONAL"|Colombia|Revista Venezolana de Física |0 |2001|1|6
Hernan Olaya Davila|Sin categoria|||||||0|"CALIBRACIÓN DE HACES DE RAYOS X: INFLUENCIA ESPECTRAL"|Colombia|Revista Colombiana de Física |0 |2001|1|6
Hernan Olaya Davila|Sin categoria||SIVOR ORIANA BENAVIDEZ|JUAN CARLOS ROJAS||||2|"IMPLEMENTACIÓN DE UN SISTEMA DE DOSIMETRÍA PERSONAL UTILIZANDO DOSIMETRÍA TERMOLUMINISCENTE"|Colombia|Revista Colombiana de Física |0 |2003|1|6
